ano,mes,dia,tmed,tmin,tmax,x,x,x
1917,1,1,24.649999618530273,30.5,18.799999237060547
1917,1,2,23.299999237060547,28.200000762939453,18.399999618530273
1917,1,3,24.149999618530273,30.5,17.799999237060547
1917,1,4,24.399999618530273,29.799999237060547,19.0
1917,1,5,23.600000381469727,28.200000762939453,19.0
1917,1,6,22.049999237060547,25.5,18.600000381469727
1917,1,7,21.5,24.399999618530273,18.600000381469727
1917,1,8,22.350000381469727,26.200000762939453,18.5
1917,1,9,20.700000762939453,25.399999618530273,16.0
1917,1,10,21.25,27.5,15.0
1917,1,11,20.399999618530273,24.799999237060547,16.0
1917,1,12,22.149999618530273,27.799999237060547,16.5
1917,1,13,21.899999618530273,28.0,15.800000190734863
1917,1,14,22.25,27.0,17.5
1917,1,15,22.700000762939453,29.200000762939453,16.200000762939453
1917,1,16,24.099998474121094,30.399999618530273,17.799999237060547
1917,1,17,23.75,29.0,18.5
1917,1,18,23.0,27.5,18.5
1917,1,19,23.899999618530273,27.799999237060547,20.0
1917,1,20,24.299999237060547,30.799999237060547,17.799999237060547
1917,1,21,22.5,30.0,15.0
1917,1,22,22.649999618530273,26.799999237060547,18.5
1917,1,23,23.200000762939453,29.200000762939453,17.200000762939453
1917,1,24,24.649999618530273,29.799999237060547,19.5
1917,1,25,23.899999618530273,28.0,19.799999237060547
1917,1,26,25.299999237060547,30.399999618530273,20.200000762939453
1917,1,27,23.599998474121094,26.399999618530273,20.799999237060547
1917,1,28,23.5,25.799999237060547,21.200000762939453
1917,1,29,23.950000762939453,27.5,20.399999618530273
1917,1,30,24.399999618530273,29.799999237060547,19.0
1917,1,31,24.600000381469727,29.200000762939453,20.0
1917,2,1,25.200000762939453,30.399999618530273,20.0
1917,2,2,24.75,30.5,19.0
1917,2,3,24.0,30.0,18.0
1917,2,4,24.899999618530273,29.799999237060547,20.0
1917,2,5,25.0,32.20000076293945,17.799999237060547
1917,2,6,20.799999237060547,24.799999237060547,16.799999237060547
1917,2,7,20.149999618530273,23.5,16.799999237060547
1917,2,8,23.0,29.0,17.0
1917,2,9,22.799999237060547,30.200000762939453,15.399999618530273
1917,2,10,23.399999618530273,29.799999237060547,17.0
1917,2,11,23.950000762939453,30.5,17.399999618530273
1917,2,12,24.25,29.5,19.0
1917,2,13,22.100000381469727,25.200000762939453,19.0
1917,2,14,23.200000762939453,26.399999618530273,20.0
1917,2,15,24.0,28.200000762939453,19.799999237060547
1917,2,16,23.549999237060547,28.600000381469727,18.5
1917,2,17,22.799999237060547,29.399999618530273,16.200000762939453
1917,2,18,22.400001525878906,28.600000381469727,16.200000762939453
1917,2,19,23.700000762939453,29.600000381469727,17.799999237060547
1917,2,20,22.299999237060547,28.0,16.600000381469727
1917,2,21,22.450000762939453,27.5,17.399999618530273
1917,2,22,22.100000381469727,25.600000381469727,18.600000381469727
1917,2,23,24.600000381469727,29.200000762939453,20.0
1917,2,24,23.700000762939453,27.399999618530273,20.0
1917,2,25,23.5,27.0,20.0
1917,2,26,23.599998474121094,26.399999618530273,20.799999237060547
1917,2,27,23.799999237060547,27.600000381469727,20.0
1917,2,28,23.299999237060547,27.600000381469727,19.0
1917,3,1,22.149999618530273,25.5,18.799999237060547
1917,3,2,24.5,30.200000762939453,18.799999237060547
1917,3,3,23.900001525878906,30.200000762939453,17.600000381469727
1917,3,4,23.600000381469727,30.200000762939453,17.0
1917,3,5,24.0,31.200000762939453,16.799999237060547
1917,3,6,24.200000762939453,31.799999237060547,16.600000381469727
1917,3,7,25.200000762939453,31.799999237060547,18.600000381469727
1917,3,8,24.399999618530273,31.799999237060547,17.0
1917,3,9,26.049999237060547,33.5,18.600000381469727
1917,3,10,25.75,31.0,20.5
1917,3,11,24.900001525878906,30.600000381469727,19.200000762939453
1917,3,12,25.450000762939453,32.5,18.399999618530273
1917,3,13,24.899999618530273,31.799999237060547,18.0
1917,3,14,23.350000381469727,27.5,19.200000762939453
1917,3,15,21.5,25.5,17.5
1917,3,16,21.450000762939453,26.399999618530273,16.5
1917,3,17,16.799999237060547,18.200000762939453,15.399999618530273
1917,3,18,20.0,25.0,15.0
1917,3,19,21.400001525878906,28.200000762939453,14.600000381469727
1917,3,20,20.0,24.0,16.0
1917,3,21,21.5,25.5,17.5
1917,3,22,21.0,27.399999618530273,14.600000381469727
1917,3,23,20.200000762939453,26.399999618530273,14.0
1917,3,24,20.400001525878906,27.200000762939453,13.600000381469727
1917,3,25,21.700000762939453,25.0,18.399999618530273
1917,3,26,23.0,28.0,18.0
1917,3,27,21.600000381469727,28.600000381469727,14.600000381469727
1917,3,28,22.700000762939453,30.200000762939453,15.199999809265137
1917,3,29,23.049999237060547,31.5,14.600000381469727
1917,3,30,23.400001525878906,31.200000762939453,15.600000381469727
1917,3,31,23.55,31.0,16.1
1917,4,1,23.25,30.0,16.5
1917,4,2,20.100000381469727,24.600000381469727,15.600000381469727
1917,4,3,22.25,27.5,17.0
1917,4,4,24.0,30.0,18.0
1917,4,5,23.100000381469727,30.0,16.200000762939453
1917,4,6,23.700000762939453,27.399999618530273,20.0
1917,4,7,23.350000381469727,27.5,19.200000762939453
1917,4,8,18.200000762939453,21.0,15.399999618530273
1917,4,9,21.399999618530273,29.0,13.800000190734863
1917,4,10,20.100000381469727,26.399999618530273,13.800000190734863
1917,4,11,19.700000762939453,26.600000381469727,12.800000190734863
1917,4,12,19.099998474121094,25.799999237060547,12.399999618530273
1917,4,13,18.600000381469727,27.0,10.199999809265137
1917,4,14,20.5,29.5,11.5
